TreeID,TreeHeight,TreeSpread,TreeNorth,TreeEast,FrmVigName,LocModName,TreeRem,TreePltDat,SpName,SpCmnName
AC2074,1,1,-32.00388869,115.8957096,Perfect form and excellent vigour,Perfect suitability,Existing,,Eucalyptus macrocarpa, 
AC2075,10,14,-32.00386246,115.8941816,Good vigour with average form,Could be better located but no problems,Existing,,Tipuana tipu, 
AC2076,4,5,-32.00389795,115.8956801,Slight imperfections in form,Could be better located but no problems,Existing,,Eucalyptus caesia ssp. magna, 
AC2077,5,4,-32.00383917,115.8884739,Dead,Perfect suitability,Existing,,Nuytsia floribunda, 
AC2078,12,20,-32.00389413,115.8941338,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Tipuana tipu, 
AC2079,3,4,-32.00391258,115.8956226,Slight imperfections in form,Could be better located but no problems,Existing,,Eucalyptus caesia ssp. magna, 
AC2080,4,9,-32.00102712,115.8939266,Poor vigour with average form,Could be better located but no problems,Removed,,Ulmus pumila, 
AC2081,3,2,-32.00385204,115.8884763,Good vigour with average form,Perfect suitability,Existing,,Nuytsia floribunda, 
AC2082,7,8,-32.00389951,115.8950995,Good vigour with average form,Could be better located but no problems,Existing,,Agonis flexuosa 'After Dark', 
AC2083,4,6,-32.00107898,115.8932066,Good form with poor vigour,Perfect suitability,Removed,,Ulmus parvifolia, 
AC2084,8,6,-32.00391412,115.8950787,Slightly reduced vigour,Could be better located but no problems,Existing,,Brachychiton acerifolius, 
AC2085,4,5,-32.00388918,115.8925798,Poor vigour with average form,Could be better located but no problems,Existing,,Acer negundo, 
AC2086,4,9,-32.00392794,115.8961527,Good vigour with average form,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus conferruminata, 
AC2087,2,2,-32.00392687,115.8955748,Good form with average vigour,Could be better located but no problems,Existing,,Eucalyptus caesia ssp. magna, 
AC2088,8,8,-32.00057692,115.8922,Good form with good vigour,Could be better located but no problems,Removed,,Acer negundo, 
AC2089,16,15,-32.00393312,115.8940447,Good form with good vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2090,18,16,-32.00393287,115.8940125,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2091,7,10,-32.00394102,115.8959107,Good form with average vigour,Could be better located but no problems,Existing,,Eucalyptus caesia ssp. magna, 
AC2092,3,3,-32.00394311,115.8958403,Perfect form and excellent vigour,Perfect suitability,Existing,,Brachychiton rupestris, 
AC2093,8,9,-32.00393846,115.8951237,Slight imperfections in form,Could be better located but no problems,Existing,,Gleditsia triacanthos, 
AC2094,7,7,-32.00388297,115.8886012,Good form with good vigour,Could be better located but no problems,Existing,,Agonis flexuosa, 
AC2095,8,11,-32.0005245,115.8921279,Good form with good vigour,Could be better located but no problems,Removed,,Acer negundo, 
AC2096,8,5,-32.00394082,115.8950728,Good form with good vigour,Could be better located but no problems,Existing,,Agonis flexuosa 'Variegata', 
AC2097,4,4,-32.00394853,115.8950786,Good form with good vigour,Could be better located but no problems,Existing,,Agonis flexuosa 'After Dark', 
AC2098,2,2,-32.00395738,115.8959312,Good vigour with average form,Perfect suitability,Existing,,Senna fistula, 
AC2099,8,5,-32.00399878,115.8950799,Good form with good vigour,Could be better located but no problems,Existing,,Brachychiton acerifolius, 
AC2100,17,9,-32.00389928,115.8886716,Poor vigour with average form,Perfect suitability,Existing,,Agonis flexuosa, 
AC2101,8,7,-32.00396415,115.8950795,Good form with good vigour,Could be better located but no problems,Existing,,Agonis flexuosa 'Variegata', 
AC2102,14,6,-32.00390416,115.8885187,Good form with good vigour,Perfect suitability,Existing,,Casuarina cunninghamiana, 
AC2103,18,19,-32.00398324,115.8961591,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus camaldulensis var. obtusa, 
AC2104,20,14,-32.00396959,115.894372,Slight imperfections in form,Could be better located but no problems,Existing,,Eucalyptus melliodora, 
AC2105,11,7,-32.00392619,115.8886758,Dead,Perfect suitability,Existing,,Agonis flexuosa, 
AC2106,3,6,-32.00070685,115.8939268,Poor vigour with average form,Could be better located but no problems,Removed,,Ulmus parvifolia, 
AC2107,7,8,-32.0039605,115.8921039,Good form with average vigour,Could be better located but no problems,Existing,,Corymbia ficifolia, 
AC2108,7,11,-32.00393227,115.8887037,Poor form with average vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2109,13,16,-32.00085851,115.8918177,Poor form with average vigour,Could be better located but no problems,Removed,,Casuarina cunninghamiana, 
AC2110,15,22,-32.00394068,115.8884659,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC2111,4,6,-32.00402681,115.8951973,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Bauhinia variegata 'Candida', 
AC2112,14,7,-32.0040023,115.8943616,Slight imperfections in form,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2113,5,7,-32.00402167,115.8961168,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC2114,6,8,-32.00395687,115.8886672,Good vigour with average form,Perfect suitability,Existing,,Agonis flexuosa, 
AC2115,4,6,-32.00403725,115.8961744,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Callistemon viminalis, 
AC2116,3,4,-32.00404092,115.8951855,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2117,2,3,-32.00407028,115.8951674,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2118,6,12,-32.00077778,115.893924,Poor form with average vigour,Species unsuited or causes problems,Removed,,Ulmus pumila, 
AC2119,5,3,-32.00400701,115.8951201,Good vigour with average form,Perfect suitability,Existing,,Bauhinia x blakeana, 
AC2120,5,5,-32.00402775,115.8951068,Good form with good vigour,Perfect suitability,Existing,,Bauhinia x blakeana, 
AC2121,12,10,-32.0039772,115.888506,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC2122,15,20,-32.00398018,115.8883922,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC2123,5,3.5,-32.00408336,115.8951314,Good vigour with average form,Perfect suitability,Existing,,Bauhinia x blakeana, 
AC2124,6,10,-32.00404131,115.8943736,Good form with average vigour,Could be better located but no problems,Existing,,Eucalyptus leucoxylon, 
AC2125,8,7,-32.00405659,115.8951796,Slightly reduced vigour,Could be better located but no problems,Existing,,Syagrus romanzoffianum, 
AC2126,3,4,-32.00406253,115.8951513,Slight imperfections in form,Could be better located but no problems,Existing,,Dypsis lutescens, 
AC2127,16,7,-32.00405749,115.894163,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2128,6,13,-32.00400879,115.8884855,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2129,12,4,-32.0040597,115.8941024,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2130,2,2,-32.00407781,115.8959883,Perfect form and excellent vigour,Perfect suitability,Existing,,Acer negundo 'Variegatum', 
AC2131,14,5,-32.00406185,115.8941302,Good form with average vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2132,12,9,-32.00406792,115.8941873,Slight imperfections & slightly reduced vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2133,4,4,-32.0040755,115.8950421,Perfect form and excellent vigour,Perfect suitability,Existing,,Howea forsteriana, 
AC2134,3,4,-32.00407804,115.8951463,Perfect form and excellent vigour,Perfect suitability,Existing,,Howea forsteriana, 
AC2135,4,5,-32.00407837,115.8949598,Perfect form and excellent vigour,Perfect suitability,Existing,,Dypsis lutescens, 
AC2136,7,12,-32.00405482,115.8921637,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2137,19,22,-32.0040655,115.8927098,Slight imperfections in form,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC2138,8,7,-32.00408891,115.8951355,Slightly reduced vigour,Could be better located but no problems,Existing,,Syagrus romanzoffianum, 
AC2139,6,12,-32.00406525,115.8922161,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC2140,5,5,-32.00409197,115.8950092,Perfect form and excellent vigour,Perfect suitability,Existing,,Howea forsteriana, 
AC2141,4,7,-32.00409304,115.8950556,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Dypsis lutescens, 
AC2142,6,7,-32.00409468,115.895158,Slightly reduced vigour,Could be better located but no problems,Existing,,Syagrus romanzoffianum, 
AC2143,5,5,-32.00409449,115.8949475,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Dypsis lutescens, 
AC2144,19,29,-32.00407623,115.8928483,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Ficus microcarpa var.hillii, 
AC2145,6,4,-32.00410581,115.8962021,Slight imperfections in form,Could be better located but no problems,Existing,,Corymbia calophylla, 
AC2146,6,12,-32.00407145,115.8921699,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC2147,6,6,-32.00404375,115.8884367,Good vigour with average form,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC2148,14,6.5,-32.00409651,115.8944213,Slight imperfections & slightly reduced vigour,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2149,4,7,-32.00411201,115.8960151,Good form with good vigour,Could be better located but no problems,Existing,,Eucalyptus erythrocorys, 
AC2150,5,6,-32.00408989,115.8950375,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Dypsis lutescens, 
AC2151,4,5,-32.00410586,115.895156,Slight imperfections in form,Could be better located but no problems,Existing,,Dypsis lutescens, 
AC2152,19,30,-32.00407075,115.8929185,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Ficus microcarpa var.hillii, 
AC2153,6,5,-32.00409272,115.8949774,Perfect form and excellent vigour,Perfect suitability,Existing,,Howea forsteriana, 
AC2154,19,30,-32.00407084,115.8929718,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Ficus microcarpa var.hillii, 
AC2155,13,11,-31.99840524,115.8940097,Good form with poor vigour,Could be better located but no problems,Removed,,Platanus orientalis 'Digitata', 
AC2156,4,5,-32.0041116,115.8951754,Perfect form and excellent vigour,Perfect suitability,Existing,,Dypsis lutescens, 
AC2157,2,4,-32.0040535,115.8883981,Good vigour with average form,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC2158,8,7,-32.00411465,115.8951822,Slightly reduced vigour,Could be better located but no problems,Existing,,Syagrus romanzoffianum, 
AC2159,15,13,-32.00409108,115.894079,Slight imperfections in form,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2160,4,5,-32.00409447,115.8923288,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2161,23,22,-32.00411915,115.8951668,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus grandis, 
AC2162,4,3,-32.00417249,115.8946679,Good form with average vigour,Could be better located but no problems,Existing,,Dracaena marginata, 
AC2163,4,6,-32.00413944,115.8959994,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC2164,6,6,-32.00407531,115.8884767,Poor form with average vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC2165,3.5,3,-32.004108,115.8920497,Slight imperfections in form,Perfect suitability,Existing,,Brachychiton rupestris, 
AC2166,2,1,-32.00413904,115.8949489,Good form with good vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2167,7,13,-32.00410964,115.8922056,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Agonis flexuosa, 
AC2168,7,6,-32.00413727,115.8952834,Slight imperfections in form,Perfect suitability,Existing,,Lophostemon conferta, 
AC2169,19,16,-32.00412884,115.894084,Slight imperfections in form,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2170,3,3,-32.00414132,115.8950107,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2171,6,10,-32.00411908,115.8923708,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC2172,19,24,-32.00408529,115.8927906,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Ficus microcarpa var.hillii, 
AC2173,3,3,-32.00414343,115.8950547,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2174,9,16,-32.0040897,115.8887142,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2175,9,6,-32.00423346,115.894823,Slight imperfections in form,Could be better located but no problems,Existing,,Brachychiton populneus, 
AC2176,5,8,-32.00413872,115.8924057,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC2177,7,7,-32.00410789,115.8884273,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus caesia, 
AC2179,9,18,-32.00415499,115.8936711,Good form with poor vigour,"Minor problems, e.g. lifting paving",Existing,,Jacaranda mimosifolia, 
AC2180,2,2,-32.00417032,115.8953352,Good form with good vigour,Perfect suitability,Existing,,Plumeria species, 
AC2181,3,4,-32.00417023,115.8950432,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2182,7,7,-32.00417553,115.8953889,Perfect form and excellent vigour,Perfect suitability,Existing,,Lophostemon conferta, 
AC2183,6,4,-32.00418304,115.8962385,Good form with poor vigour,Could be better located but no problems,Existing,,Corymbia calophylla, 
AC2184,7,6,-32.00418066,115.8953553,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Lophostemon conferta, 
AC2185,8,12,-32.00418089,115.8950179,Slight imperfections in form,Could be better located but no problems,Existing,,Tipuana tipu, 
AC2186,6,9,-32.00416367,115.8924594,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC2187,8,12,-32.00418895,115.894962,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Tipuana tipu, 
AC2188,6,6,-32.00417234,115.8925022,Bifurcation of trunk & average vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2189,13,11,-32.00417471,115.8920524,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC2190,2,3,-32.00417725,115.8921591,Slight imperfections in form,Perfect suitability,Existing,,Corymbia ficifolia, 
AC2192,2,1,-32.00422076,115.8949527,Good form with good vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2193,4.5,6,-32.00421168,115.8931409,Slight imperfections in form,Perfect suitability,Existing,,Senna fistula, 
AC2194,3,3,-32.00422276,115.8942782,Dead,Could be better located but no problems,Existing,,Leptospermum laevigatum, 
AC2195,3,4,-32.00423024,115.8949761,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2196,8,6,-32.00420741,115.8922757,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Melaleuca viridiflora, 
AC2197,7,4,-32.00421018,115.8923089,Good form with good vigour,Perfect suitability,Existing,,Melaleuca viridiflora, 
AC2198,22,20,-32.00417767,115.8948213,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Eucalyptus melliodora, 
AC2199,3,2,-32.00423494,115.8949218,Good form with good vigour,Perfect suitability,Existing,,Howea forsteriana, 
AC2200,22,30,-32.00422473,115.8928124,Perfect form and excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Ficus microcarpa var.hillii, 
AC2201,3,3,-32.00424743,115.8951092,Good form with good vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2202,5,6,-32.00426066,115.8959099,Slight imperfections in form,Could be better located but no problems,Existing,,Eucalyptus erythrocorys, 
AC2203,7,5,-32.00423231,115.8923397,Good form with good vigour,Perfect suitability,Existing,,Melaleuca viridiflora, 
AC2204,9,10,-32.00420343,115.888728,Good form with good vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC2205,4,4,-32.00423751,115.8946711,Poor vigour with average form,Perfect suitability,Existing,,Dracaena marginata, 
AC2206,10,20,-32.00425936,115.8950973,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Tipuana tipu, 
AC2207,18,17,-32.00423565,115.8920807,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC2208,8,6,-31.99841149,115.8939941,Good form with good vigour,Could be better located but no problems,Removed,,Betula pendula, 
AC2209,13,6,-32.00424186,115.8920635,Good vigour with average form,Could be better located but no problems,Existing,,Pinus pinaster, 
AC2210,16,12,-32.00424152,115.8920221,Good vigour with average form,Could be better located but no problems,Existing,,Pinus pinaster, 
AC2212,4,5,-32.00426041,115.8939967,Slightly reduced vigour,Perfect suitability,Existing,,Sapium sebiferum, 
AC2213,3,6,-32.00427947,115.8959748,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus erythrocorys, 
AC2214,8,7,-32.004257,115.8931711,Slight imperfections & slightly reduced vigour,Could be better located but no problems,Existing,,Robinia pseudoacacia, 
AC2215,3,7,-32.00428447,115.8960127,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC2216,2,2,-32.00424858,115.8947113,Good form with good vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2217,8,10,-32.00426328,115.8932484,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Ulmus pumila, 
AC2218,4,5,-32.00428819,115.895956,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC2219,7,7,-32.00041576,115.8947889,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Removed,,Brachychiton acerifolius, 
AC2220,14,16,-32.00423191,115.8885901,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Eucalyptus gomphocephala, 
AC2221,5,6,-32.00424872,115.8925656,Good form with good vigour,Could be better located but no problems,Existing,,Erythrina crista-galli, 
AC2222,15,10,-32.00043491,115.892082,Good form with good vigour,Could be better located but no problems,Removed,,Pinus pinaster, 
AC2223,12,8,-32.00429356,115.8944695,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC2224,3,4,-32.00430496,115.8951084,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2225,7,7,-32.00430788,115.8949171,Slightly reduced vigour,Perfect suitability,Existing,,Brachychiton acerifolius, 
AC2226,6,9,-32.00429394,115.8923716,Perfect form and excellent vigour,Perfect suitability,Existing,,Toona australis, 
AC2227,3,3.5,-32.00431978,115.8948053,Slight imperfections & slightly reduced vigour,Perfect suitability,Existing,,Pittosporum rhombifolium, 
AC2228,8,8,-32.00432184,115.894327,Perfect form and excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Bambusa Species, 
AC2229,4,8,-32.00433659,115.8957798,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2230,5,6,-32.00432683,115.8934457,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Strelitzia nicolai, 
AC2231,3,3,-32.00433864,115.8947909,Slight imperfections & slightly reduced vigour,Perfect suitability,Existing,,Pittosporum rhombifolium, 
AC2232,4,3.5,-32.00435595,115.8947664,Slight imperfections & slightly reduced vigour,Perfect suitability,Existing,,Pittosporum rhombifolium, 
AC2233,5,6,-32.00430287,115.8925658,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Erythrina crista-galli, 
AC2234,4,5,-32.00434407,115.895099,Good form with good vigour,Perfect suitability,Existing,,Schefflera amate, 
AC2235,5,8,-32.00433723,115.8942806,Good form with good vigour,Perfect suitability,Existing,,Magnolia soulangeana, 
AC2236,7,8,-32.00432452,115.8927472,Slight imperfections in form,Could be better located but no problems,Existing,,Lophostemon conferta, 
AC2237,12,10,-32.00433923,115.8944054,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC2238,4,3,-32.00437836,115.8949077,Good form with poor vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2239,8,6,-32.00045895,115.894071,Good form with good vigour,Could be better located but no problems,Removed,,Betula pendula, 
AC2240,1,1.5,-32.00419551,115.894719,Good form with good vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2241,12,15,-32.00434519,115.8943075,Slight imperfections in form,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC2242,2,2,-32.00433442,115.8930644,Slight imperfections in form,Perfect suitability,Existing,,Phoenix roebelini, 
AC2243,2,2,-32.00433553,115.8930678,Slight imperfections in form,Perfect suitability,Existing,,Phoenix roebelini, 
AC2244,12,13,-32.00434858,115.8943934,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC2245,4,6,-32.00436019,115.8957141,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2246,3,4,-32.0043666,115.8957568,Slight imperfections in form,Perfect suitability,Existing,,Callistemon viminalis, 
AC2247,7,14,-32.00437356,115.8963554,Slight imperfections in form,Could be better located but no problems,Existing,,Jacaranda mimosifolia, 
AC2248,9,20,-32.00435336,115.8939487,Good vigour with poor form,Species unsuited or causes problems,Existing,,Ulmus pumila, 
AC2249,8,10,-32.0043585,115.8943226,Good form with good vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC2250,4,8,-32.004371,115.8956909,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2251,13,17,-32.00435003,115.8921712,Good vigour with average form,Could be better located but no problems,Existing,,Eucalyptus gomphocephala, 
AC2252,3,3,-32.00437764,115.8951078,Slight imperfections in form,Perfect suitability,Existing,,Dypsis lutescens, 
AC2253,8,12,-32.00436829,115.8938428,Good vigour with average form,Could be better located but no problems,Existing,,Ulmus pumila, 
AC2254,16,13,-32.00432391,115.888746,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus grandis, 
AC2255,5,6,-32.00438627,115.8956721,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2256,4,6,-32.00438744,115.895685,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2257,2,1,-32.00438206,115.8949367,Slight imperfections in form,Perfect suitability,Existing,,Dracaena marginata, 
AC2258,3,3,-32.00438874,115.895692,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Callistemon viminalis, 
AC2259,10,5,-32.00437793,115.8943436,Good form with good vigour,Perfect suitability,Existing,,Lagerstroemia indica, 
AC2260,10,4,-32.00438048,115.8943584,Slight imperfections in form,Perfect suitability,Existing,,Lagerstroemia indica, 
AC2261,8,5,-32.00043448,115.8940085,Good form with average vigour,Could be better located but no problems,Removed,,Betula pendula, 
AC2262,11,8,-32.00438252,115.8943556,Good form with good vigour,Perfect suitability,Existing,,Lagerstroemia indica, 
AC2263,5,5,-32.00436839,115.8922642,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus caesia ssp. magna, 
AC2264,15,16,-32.00441037,115.8963899,Slight imperfections in form,Could be better located but no problems,Existing,,Corymbia maculata, 
AC2265,2,2,-32.00438195,115.8930737,Slight imperfections in form,Perfect suitability,Existing,,Phoenix roebelini, 
AC2266,10,20,-32.00438397,115.8931241,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Ficus rubiginosa, 
AC2267,2,4,-32.00440625,115.8956526,Poor form with average vigour,Could be better located but no problems,Existing,,Melaleuca nesophila, 
AC2268,1,2,-32.00435844,115.8925321,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus macrocarpa, 
AC2269,3,3,-32.00440928,115.8956945,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Callistemon viminalis, 
AC2270,8,8,-32.00439108,115.8927628,Slight imperfections in form,Could be better located but no problems,Existing,,Lophostemon conferta, 
AC2271,10,21,-32.00441223,115.8949604,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Tipuana tipu, 
AC2272,2,2,-32.00439227,115.8927785,Good vigour with average form,Perfect suitability,Existing,,Callistemon 'Kings Park Special', 
AC2273,15,13,-32.00438927,115.8919957,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC2274,10,12,-32.00440979,115.8942755,Slight imperfections in form,Perfect suitability,Existing,,Lagerstroemia indica, 
AC2275,4,5,-32.00439306,115.8923018,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus caesia ssp. magna, 
AC2276,11,8,-32.00438958,115.8916877,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC2277,11,11,-32.00440563,115.8933707,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Ulmus species 'Variegata', 
AC2278,7,19,-32.00441855,115.8948189,Good form with good vigour,Perfect suitability,Existing,,Tipuana tipu, 
AC2279,9,5,-32.00441442,115.8942834,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Lagerstroemia indica, 
AC2280,2,2,-32.00442826,115.8956979,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2281,6,8,-32.00440835,115.8932834,Bifurcation of trunk & average vigour,"Minor problems, e.g. lifting paving",Existing,,Ulmus parvifolia, 
AC2282,3,2,-32.00440673,115.8930697,Perfect form and excellent vigour,Perfect suitability,Existing,,Cyathea species, 
AC2283,1,3,-32.00442974,115.8956498,Bifurcation of trunk & poor vigour,Could be better located but no problems,Existing,,Melaleuca nesophila, 
AC2284,8,6,-32.00442606,115.8951041,Slightly reduced vigour,Could be better located but no problems,Existing,,Hymenosporum flavum, 
AC2285,8,8,-32.00440921,115.8927729,Slight imperfections in form,Could be better located but no problems,Existing,,Lophostemon conferta, 
AC2286,1,2,-32.00441232,115.8930789,Perfect form and excellent vigour,Perfect suitability,Existing,,Phoenix roebelini, 
AC2287,1,2,-32.00440946,115.8925401,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus macrocarpa, 
AC2288,6,5,-32.00442344,115.8940489,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Pistacia chinensis, 
AC2289,15,12,-32.00440584,115.8920267,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC2290,2,6,-32.00443709,115.8955683,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2291,5,6,-32.00443475,115.8951069,Good form with good vigour,Could be better located but no problems,Existing,,Schefflera amate, 
AC2292,5,6,-32.0043799,115.8925663,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Erythrina crista-galli, 
AC2293,13,12,-32.00440472,115.8916075,Slight imperfections in form,Perfect suitability,Existing,,Pinus pinaster, 
AC2294,2,6,-32.0044456,115.8956504,Good vigour with average form,Perfect suitability,Existing,,Melaleuca nesophila, 
AC2295,13,15,-32.00441872,115.8924473,Good vigour with average form,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus gomphocephala, 
AC2296,6,8,-32.00443638,115.8944514,Perfect form and excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Bambusa Species, 
AC2297,2,1,-32.00444108,115.8949603,Perfect form and excellent vigour,Perfect suitability,Existing,,Dracaena marginata, 
AC2298,2,2,-32.00444856,115.8956647,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2299,10,6,-32.00443794,115.8942673,Good form with good vigour,Could be better located but no problems,Existing,,Lagerstroemia indica, 
AC2300,4,2,-32.00444415,115.8949503,Slightly reduced vigour,Perfect suitability,Existing,,Howea forsteriana, 
AC2301,4,3,-32.00445076,115.895677,Good form with good vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC2302,12,14,-32.00444077,115.8944618,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC2303,2.5,2,-32.00442622,115.8920856,Good form with good vigour,Perfect suitability,Existing,,Brachychiton rupestris, 
